name, area_list, description, url, category, tags_list, address, access, business_hours, regular_holidays, tarif, phone_no, if_reservation_needed
ぶどうの早川園,'甲信越'  '山梨県'  '善光寺駅(山梨県)'  '酒折駅(山梨県)',世界各国から集めた40種類以上のブドウを栽培,https://www.walkerplus.com/spot/ar0419s58839/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県甲府市善光寺2-4-15[地図],    【電車】JR善光寺駅から徒歩3分。JR酒折駅から徒歩10分 【車】中央自動車道一宮御坂ICから約25分、中央自動車道甲府昭和ICから約25分,    9:00～16:00,    期間中は無休,入園料 入園・観賞のみは無料, 055-233-5495,要予約 10名以上は事前に電話予約が必要
古城公園 あかつきの塔,'甲信越'  '長野県',ユニークな形の展望台から駒ヶ根市街を見下ろす,https://www.walkerplus.com/spot/ar0420s78979/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県駒ヶ根市赤穂7-3[地図],    【電車】JR駒ヶ根駅からタクシーで約30分 【車】中央自動車道駒ヶ根ICから約15分,    入場自由,    なし,入場無料。, 0265-81-7700,
国城観光農園,'関西'  '和歌山県',国城山の8合目にある風光明媚な農園,https://www.walkerplus.com/spot/ar0730s58563/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    和歌山県橋本市清水1342番地[地図],    【電車】南海高野線紀伊清水駅下車徒歩50分 【車】阪和自動車道美原北ICから国道371号経由で約60分,    10:00～16:00,    金曜(祝日の場合営業),ミカン狩り、柿狩り 大人(中学生以上) 800円 小学生 700円 3才以上 450円 ミカン狩り＋柿狩り 大人(中学生以上) 900円 小学生 800円 3才以上 550円 梨狩り 大人(中学生以上) 1000円 小学生 800円 3才以上 600円, 090-3999-5295,
高山果樹園,'九州'  '福岡県',1シーズンに10種類以上のブドウや個性的な柿を育てる果樹園,https://www.walkerplus.com/spot/ar1040s385978/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で',    福岡県久留米市田主丸町石垣3-12[地図],    【電車】JR田主丸駅から徒歩45分またはタクシーで約6分 【車】大分自動車道朝倉ICから約15分,    10:00～17:00,    味覚狩りシーズン中は無休,入園料無料、収穫した分の料金を支払い(※味覚狩り可能な品種に限りあり)。ブドウ:巨峰1400円/kg(8月10日〜15日) 、1200円/kg(8月16日〜終了)、その他品種により異なる。柿:摘み取り量り売り。里芋:500円/1kg。桜のシーズンは入園料300円, 0943-72-2032,
マルヤスりんご園,'九州'  '佐賀県',もぎたての新鮮なリンゴを丸かじり！,https://www.walkerplus.com/spot/ar1041s58928/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    佐賀県佐賀市三瀬村藤原2407[地図],    【車】長崎自動車道佐賀大和ICから福岡方面へ約30分,    9:00～17:00,    なし,入園料 大人(13歳以上) 430円 子供(4歳以上) 320円 団体割 大人(13歳以上) 320円 子供(4歳以上) 270円, 0952-56-2540,
はごろも園,'関東'  '栃木県',27種類のブドウを扱う農園,https://www.walkerplus.com/spot/ar0309s59070/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    栃木県栃木市大平町西山田1571[地図],    【電車】東武日光線新大平下駅から徒歩40分、JR大平下駅から徒歩31分 【車】東北自動車道佐野藤岡ICから約10分、栃木ICから約10分,    8:30～19:00,    なし,, 0282-43-3850,
牛伏山展望台,'関東'  '群馬県',いにしえの城を模した、珍しいかたちの展望台,https://www.walkerplus.com/spot/ar0310s393200/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',  〒370-2192 群馬県高崎市吉井町吉井川３７１,    【車】上信越道吉井ICから約10分、第2駐車場から徒歩30分,    3月～10月 9:00～17:00、11月～2月 9:00～16:00,    なし,入場無料。, 027-387-3111 高崎市吉井支所,
秋山観光農園,'甲信越'  '山梨県',全国的にめずらしいラ・フランス狩りの観光農園,https://www.walkerplus.com/spot/ar0419s58840/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県南巨摩郡富士川町小室5879[地図],    【電車】JR市川大門駅からタクシーで約10分 【車】中部横断自動車道増穂ICから約7分,    10:00～16:00    ラ・フランス狩り(9月中旬～11月下旬) 10:00～16:00 最終入場15:00,    不定休,入場無料。 ラ・フランス狩り 2000円, 090-6471-0577,要予約 TEL:090-6471-0577 ※団体客と重なる場合があるので、それを避けるため
平岡農園,'関西'  '兵庫県',安心・安全にこだわった温州みかんとレモンが自慢,https://www.walkerplus.com/spot/ar0728s58561/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    兵庫県洲本市宇山451[地図],    【車】神戸淡路鳴門自動車道 洲本ICから20分。,    8:00～17:00    最終入場16:30,    なし,ミカン狩り食べ放題(税込み) 大人(中学生以上) 900円 小学生 650円 幼児(3～5歳) 450円 園内でのみ食べ放題。大人1名につき2歳以下1名無料。20名以上で団体割引。障害者手帳提示の方は1割引。 レモン狩り(税込み) 大人、小人 900円 レモン6個もぎ取り持ち帰り。大人1名につき2歳以下1名無料。20名以上で団体割引。障害者手帳提示の方は1割引。, 0799-22-2729,要予約 20名以上は要予約・当日予約可。(大型バス・マイクロバスでの来園は下加茂交差点から園内まで先導可、要予約)
中島園芸,'九州'  '福岡県',週末と祝日限定オープンのゆったりしたブドウ園,https://www.walkerplus.com/spot/ar1040s392883/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    福岡県久留米市田主丸町石垣1181-1[地図],    【車】大分自動車道朝倉ICから約18分,    9:00～17:00,    平日休み,摘み取り量り売り制。巨峰8月10日～15日:1kg1400円、8月16日～終了まで:1kg1200円。その他の料金は品種により異なる, 0943-73-2152,
山田果樹園,'東北'  '山形県',有機・木酢液栽培で丹精こめて作った農作物を販売,https://www.walkerplus.com/spot/ar0206s59091/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山形県山形市大字山寺1973-389[地図],    【電車】JR山寺駅からタクシーで5分 【車】山形自動車道関沢ICから20分,    08:30～17:30,    日曜日    要相談で日曜日でも対応可能の場合あり,, 023-695-2427,要予約 電話にて要予約
加藤農園,'関東'  '栃木県',バラエティ豊かな9品種のリンゴを栽培する農園,https://www.walkerplus.com/spot/ar0309s59680/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    栃木県矢板市長井1333[地図],    【車】東北自動車道矢板ICから約20分,    08:30～16:00,    期間中はなし,売店内リンゴ試食 大人 300円 高校生 300円 中学生 300円 小学生 300円 小学生未満無料 リンゴ狩り(40分食べ放題) 大人 500円 高校生 500円 中学生 500円 小学生 500円 小学生未満要相談, 0287-43-1177,
絵になるまち写真になるまち展望広場,'関東'  '埼玉県',秩父市街地の絵になる風景をゆっくり楽しめる,https://www.walkerplus.com/spot/ar0311s76416/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    埼玉県秩父市寺尾[地図],    【電車】西武鉄道西武秩父駅または秩父鉄道秩父駅から西武循環バスぐるりん号で音楽寺下車 【車】関越自動車道花園ICから約45分,    入場自由,    なし,入場無料。, 0494-25-5209 秩父市 観光課,
滝沢牧場,'甲信越'  '長野県',体験プログラム充実の自然あふれる牧場,https://www.walkerplus.com/spot/ar0420s12784/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県南佐久郡南牧村野辺山23-1[地図],    【電車】JR野辺山駅から車で約3分【車】中央自動車道須玉ICから約30分,    9:00～18:00,    7月～10月までは無休、11月～6月は不定休    牧場の営業が休みの日でも牧場内は見学可能,入場無料。, 0267-98-2222,
足立ぶどう園,'中国'  '島根県',甘熟重視、本物の味を提供,https://www.walkerplus.com/spot/ar0832s58965/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    島根県安来市広瀬町富田1090-1[地図],    【電車】JR安来駅からバスで約20分 市立病院前バス停下車 タクシーで約5分 【車】国道9号荒島交差点から広瀬方面へ約10分、足立美術館前交差点を右折、富田山荘を目指して進む,    9:00～17:00    ナイター営業は日没より21:00まで,    なし,入園料 大人 13歳以上 1000円 子供 7歳以上 600円 幼児 3歳以上 300円 3歳未満無料 団体割引料金(11名以上) 大人 13歳以上 900円 子供 7歳以上 540円 幼児 3歳以上 270円 3歳未満無料, 080-6318-0604,
城岱牧場展望台,'北海道'  '北海道',広大な牧場にある展望台から函館市街を一望,https://www.walkerplus.com/spot/ar0101s70470/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道亀田郡七飯町字上藤城564[地図],    【車】函館新道七飯本町ICから約15分,    10:00～16:00,    なし,入場無料。, 0138-65-2517 七飯町経済部商工観光課,
マルカりんご園,'東北'  '福島県',羽山の自然に囲まれた農園でサクランボやリンゴ狩りを楽しむ,https://www.walkerplus.com/spot/ar0207s58743/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    福島県二本松市戸沢字稲田24-2[地図],    【電車】JR二本松駅から車で約35分 【車】 東北自動車道二本松ICから約40分または磐越自動車道船引三春ICから約35分,    9:00～16:00,    なし,有料。 リンゴ狩り(9月中旬～11月中旬) 大人(中学生以上)650円、小学生540円、入園料・60分以内の食べ放題込み※料金は変動する場合あり。サクランボ狩り(6月中旬～7月上旬) 大人(中学生以上)1550円、小学生1235円、幼児(4歳以上)665円、3歳以下無料、入園料・40分以内の食べ放題込み, 0243-46-2664,要予約 ※電話、FAX、公式サイト内予約フォームで受付
高山パーキング,'北海道'  '北海道',地元っこお勧めの釧路市街や太平洋一望のパーキング,https://www.walkerplus.com/spot/ar0101s72533/    ,遊ぶ,'展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道釧路市桂恋(根室浜中釧路線)[地図],    【車】道東自動車道阿寒ICから約50分,    入場自由,    なし,入場無料。, 0154-31-4549 釧路市観光振興室,
さくらんぼ山観光農園,'北海道'  '北海道',北海道随一のサクランボ収穫量を誇る観光農園,https://www.walkerplus.com/spot/ar0101s58750/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    北海道余市郡仁木町南町9-138[地図],    【電車】JR函館本線仁木駅から徒歩40分または車で5分,    8:00～17:00,    不定休,果物により入園料が異なる, 0135-32-2285,
牛伏山展望台の初日の出,'関東'  '群馬県',いにしえの城を模した展望台から眺める初日の出,https://www.walkerplus.com/spot/ar0310s29939/    ,遊ぶ,'初日の出'  '展望台・タワー'  '子供と'  '恋人と・夫婦で'  '友達と',〒370-2192 群馬県高崎市吉井町吉井川３７１,    【車】上信越道吉井ICから約10分、第2駐車場から徒歩30分,    1月1日(元日) は午前5時から開放    3月～10月 9:00～17:00、11月～2月 9:00～16:00,    なし,入場無料。, 027-387-3111 高崎市吉井支所,
大雅園,'甲信越'  '山梨県',希少品種を含めてブドウが約50種揃う,https://www.walkerplus.com/spot/ar0419s58919/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県甲州市勝沼町等々力43[地図],    【電車】JR勝沼ぶどう郷駅から車で約5分 【車】中央自動車道勝沼ICから約5分,    9:00～日没    8月～10月下旬頃,,入園無料 もぎ取ったブドウの料金のみ, 0553-44-0434,
ラ・フランス ますほ もちづき農園,'甲信越'  '山梨県',富士山が望める丘で西洋梨のもぎ取り体験！,https://www.walkerplus.com/spot/ar0419s58723/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県南巨摩郡富士川町最勝寺2201[地図],    【電車】JR市川大門駅からタクシーで約10分。JR鰍沢口駅からタクシーで約10分 【車】中部横断道自動車道増穂ICから約10分。中央自動車道甲府南ICから約30分,    9:00～17:00    最終入場16:00,    営業期間中は無休,入園無料, 090-8485-7134,
